,name,prob
188,twitter,0.0010195269796125046
189,level,0.001018921920693471
190,’s,0.0010186368583260553
191,resource,0.001009776774944425
192,fiction,0.0009953057587302307
193,tv,0.0009921620201820908
194,story,0.0009913020787203587
195,organization,0.000985965826538303
196,matrix,0.0009859346246609017
197,core,0.000960174091209949
198,gpus,0.0009583568024140881
199,text,0.0009572723074879123
200,series,0.0009400074739524881
201,up,0.0009356611815423482
202,knowledge,0.000933786747379934
203,announcement,0.0009229613900452512
204,hour,0.0008923399959074537
205,iphone,0.0008895677719979489
206,formulation,0.0008869887535793407
207,education,0.0008807279239958242
208,business,0.0008778442741814113
209,os,0.000876406101076499
210,commission,0.0008705256949859474
211,experience,0.0008600169614710045
212,Dictionary,0.0008383527339044816
213,petaflop,0.0008292755091567665
214,factor,0.0008256414234777961
215,sildur,0.0008204571491251554
216,season,0.0008107943426492228
217,IMDb,0.0007992501167058471
218,flops,0.0007911672934489884
219,control,0.000789849162858546
220,rate,0.000787764532831771
221,method,0.0007873904153907998
222,manufacturer,0.000786399174709047
223,ml.net,0.0007857588911090588
224,classical-era,0.0007747139815617467
225,challenge,0.0007694404339409491
226,repository,0.0007681474693227591
227,way,0.0007526889453385755
228,inheritance,0.0007486699457694013
229,smartphones,0.0007481718575764937
230,edge-tpu,0.0007301698763087053
231,philosophy,0.0007267719733242298
232,work,0.0007232982726422107
233,kernel,0.0007224121270569769
234,member,0.0007157205442073247
235,intel,0.0007122274169859374
236,epigenetic,0.0007060460951523174
237,review,0.0007050984947550365
238,period,0.0006949395091657003
239,overflow,0.0006876487535756034
240,accessibility,0.0006853568842671357
241,organisation,0.0006755335750361402
242,deep-dream,0.0006669332925647524
243,internet,0.0006572325961034011
244,lending,0.0006552401513309495
245,case,0.0006535617972655924
246,client,0.000652360179342542
247,reading,0.0006444052856197755
248,term-memory,0.0006330448715265834
249,registration,0.0006290341771885358
250,network-access-point,0.0006282783787827378
251,in,0.0006267868786583121
252,markov-models,0.0006255983577901468
253,christianity,0.0006225796135685828
254,optimization,0.0006159166369741244
255,camera,0.0006136276340380177
256,ethic,0.0006133714512116611
257,Services,0.0006106243829932771
258,template,0.0006072218301204215
259,exercise,0.0006025068581758382
260,right,0.0006010809773592845
261,Testing,0.0005985526896314729
262,package,0.0005960226568096853
263,job,0.000594518288344195
264,digital,0.0005904154891443058
265,power,0.0005885390126399522
266,rule,0.0005848009888423363
267,faculty,0.0005767884111250731
268,instruction,0.0005759170733318657
269,plant,0.0005749384980821839
270,health,0.000572127592818504
271,relativity,0.0005682536508094957
272,link,0.0005677044026340076
273,megawatt,0.0005587507589833163
274,Gauges,0.0005529375786273586
275,shape,0.0005474219785466446
276,sea,0.0005444354934666194
277,energy,0.0005394002296752412
278,cluster,0.0005381397517359683
279,human,0.0005339580838418382
280,representation,0.000533657129198389
281,home-screen,0.0005308150115846665
282,genre,0.0005306471404608092
283,reduction,0.0005293056346012895
284,coursera,0.000527679295439414
285,learner,0.0005228693693816785
286,cortana,0.0005223478940365459
287,approach,0.0005179379340789986
288,advertising,0.0005126028765608204
289,texture,0.000510926006548819
290,company,0.0005095076108607823
291,byte,0.0005057360072010711
292,pass,0.000505250291790742
293,siris,0.0005034461806540517
294,command-buffer,0.0005020860140618681
295,nomination,0.0004993277734975859
296,pack,0.0004977865862766948
297,term,0.0004964079288603629
298,command-encoder,0.000493705987607242
299,technique,0.0004934122324312209
300,watchos,0.0004932987434489458
301,domain-name,0.0004884684604024172
302,neuroscience,0.00048759483088744077
303,Instructional,0.00048595368851487593
304,display,0.0004843070559851181
305,usa,0.00048345706640120557
306,dimension,0.0004766101593641389
307,network-analysis,0.0004674323595279686
308,extension,0.00046237677557442507
309,variable,0.0004618416569429567
310,language-processing,0.00045909977049265755
311,si,0.00045653344090184185
312,Style,0.00045515869684115097
313,Overflow,0.00045131373281081925
314,baroque-era,0.0004421697340980382
315,kernel-function,0.00043817995225776084
316,element,0.0004340561119346882
317,memory-systems,0.00042851593068051044
318,collection,0.00042421137181151655
319,discussion,0.0004225964812706397
320,opportunity,0.0004213776733658171
321,accuracy,0.0004210009115977106
322,dvd,0.0004166182244391123
323,exception,0.00041329124193631585
324,conference,0.0004112827825399281
325,communication,0.00041105472028950697
326,construction,0.00040791344067036075
327,address,0.00040435132895597623
328,instagram,0.00040363846501077197
329,collaboration,0.00040200565667716364
330,market,0.00039982366028374846
331,symbol,0.00039940246339114705
332,share,0.00038308056916670736
333,death,0.00038274324439663786
334,offer,0.000381977350356157
335,future,0.00037981777090068206
336,war,0.0003755288570687719
337,renaissance,0.00037394973297358167
338,simulation,0.0003702192966642315
339,guide,0.0003700687613268678
340,encapsulation,0.0003683548306587786
341,modelling,0.00036473953420962466
342,star-tap,0.0003637271653003674
343,ip,0.00036337729096592617
344,citrine,0.00036066731383324054
345,reinforcement-learning,0.000358511880309065
346,--size,0.00035843172014939
347,SE,0.0003560203947294997
348,licensing,0.00035539413001423964
349,compatibility,0.0003508902359904633
350,advisory,0.00035056549123699634
351,morphology,0.0003499444466765283
352,healthcare,0.0003496266610460025
353,threat,0.00034207324772730604
354,article,0.00034068556324377396
355,store,0.0003392532370239485
356,linux-kernel,0.00033799079390634895
357,GmbH,0.00033656215898629255
358,vs.,0.0003352751246595886
359,threadgroup,0.0003275583904926057
360,window,0.0003246957210701738
361,detection,0.0003244756551738161
362,battery,0.0003233147370374718
363,execution,0.000321907247866648
364,javadoc,0.0003193178855116143
365,storage,0.0003192876698506935
366,transformation,0.00031724065324366163
367,brain,0.0003159344968096628
368,signal,0.00031437655478645186
369,website,0.00030952924827406424
370,Group,0.0003065388634871436
371,algorithm,0.00030653267073217324
372,linguistic,0.0003042806359990001
373,diversity,0.0003042806359990001
374,perception,0.0003032058609625296
375,number,0.00030182093742711706
376,navigation,0.0002995846852189859
377,human-language,0.00029784423668077894
378,progress,0.00029746638493302624
379,kilowatt,0.0002974050692418859
380,jailbreaking,0.0002969495880697676
381,flow,0.00029621343212550506
382,organ,0.000294686702055978
383,rock,0.0002931110109768843
384,vic,0.0002918877698855485
385,integer,0.0002907060303581213
386,game,0.00028948455278348534
387,--side,0.00028625909216865625
388,Metrics,0.0002861217078571434
389,covid-19,0.00028247287203241565
390,glamour,0.0002803006582078657
391,age,0.00027973654555368366
392,class,0.0002792622224282421
393,jscript,0.00027856475847031983
394,order,0.0002773637883110954
395,docker,0.00027734234757713453
396,file,0.0002765011847156388
397,ice,0.00027583452197715136
398,uniform-resource-locator,0.0002756679209147743
399,contract,0.0002734644134849339
400,google-cloud-platform,0.0002724643320786017
401,email,0.0002704381533123358
402,mechanism,0.0002692330686134209
403,generation,0.0002649533865273199
404,new,0.00026324631335620483
405,HBM2,0.0002624761248357149
406,psychology,0.0002605550460874179
407,regression,0.00026051033455020073
408,sound,0.0002599915643048727
409,problem,0.0002597893370261521
410,automation,0.0002596421845424568
411,mechanization,0.0002596421845424568
412,change,0.00025940873231051104
413,wave,0.00025699392535614025
414,matter,0.00025699392535614025
415,hybrid,0.0002569887562726396
416,pda,0.0002569887562726396
417,chip,0.00025664236999767504
418,menu,0.00025424246117113775
419,keras,0.0002537149563822489
420,episode,0.0002523059351378232
421,self,0.0002520726184707075
422,buddhism,0.00025175799467338513
423,improvement,0.0002514129402729476
424,fashion,0.00024970311193415687
425,assistance,0.00024869619211726
426,amazon,0.00024686218701551937
427,alexa,0.00024686218701551937
428,cycling,0.00024407006991540545
429,qa,0.00024189367408783467
430,creation,0.00024026187043288473
431,netscape,0.00024026187043288473
432,voltage,0.00023967702920471554
433,component,0.0002384570347705201
434,dance,0.00023773871028291235
435,cache,0.00023654573676367706
436,paintball,0.00023531810726128794
437,license,0.0002350848384970473
438,school,0.00023368447064522365
439,church,0.00023368447064522365
440,automobile,0.00023334741288793338
441,peer,0.00022712232779906031
442,publication,0.00022712232779906031
443,chocapic13,0.0002262341733500118
444,oracle,0.00022544712879747826
445,graphic-design,0.00022532467979066798
446,stress,0.00022369784577142433
447,funding,0.00022369744461190762
448,emergency,0.00022267466309524095
449,clock,0.00022217893349322417
450,dalio,0.00022177897366445243
451,schopenhauer,0.00022024767602257084
452,meaning,0.0002199125191653033
453,height,0.00021840435249038742
454,one,0.00021651018151675922
455,syntax,0.00021619825698574626
456,folder,0.0002146446507178923
457,synonym,0.00021177944312877125
458,layout,0.00021163132247118427
459,Definition,0.00021101457675563515
460,how,0.00021051494841610647
461,ecology,0.00020919604970250414
462,voice,0.0002076867254459999
463,step,0.00020705704190549342
464,Patio,0.00020643551592786443
465,ticket,0.00020611463782039142
466,solid,0.0002059671302622276
467,credit,0.00020571816380208165
468,support,0.00020422762787684597
469,committee,0.00020333398149295601
470,jury,0.00020333398149295601
471,scale,0.00019898266720090412
472,tile,0.00019898266720090412
473,level-domains,0.00019866522321727964
474,amount,0.00019808064894645332
475,insight,0.00019808064894645332
476,College,0.00019679294460647035
477,cast,0.00019461082177663587
478,jdk,0.00019440748235506953
479,journal,0.00019367260783745781
480,mining,0.00019233636324364738
481,entry,0.00019204216006673614
482,particle,0.00019165065614690541
483,patent,0.00019111126799234998
484,whitespace,0.0001893055165290631
485,dynamic,0.0001869388894894151
486,effectiveness,0.00018642716117654417
487,helicopter,0.0001859481062996885
488,independent-teams,0.00018492254212477431
489,appointment,0.0001841100503647237
490,colours,0.00018403685222130484
491,input,0.00018340029865968695
492,standard,0.00018286649995859368
493,end,0.0001824133639986392
494,idol,0.0001817957731137954
495,risk,0.00018137048016756018
496,management,0.00017987965141289287
497,backpropagation,0.0001796827020181024
498,expert,0.00017964344775415716
499,space,0.00017901242473609543
500,north,0.00017888413870292128
501,foo[bar,0.00017884668274163214
502,semantic,0.00017876472639441837
503,reasoning,0.00017827532856217083
504,logic-unit,0.00017474946222727602
505,techterms,0.00017379269263096168
506,command,0.00017273126881088433
507,effect,0.0001721463989512498
508,contact,0.00017133984244156834
509,host,0.00017109412902474748
510,web-site,0.00017109412902474748
511,group,0.0001707630122479767
512,origin,0.0001675613425568601
513,diagram,0.00016714753142382314
514,harm,0.00016705948012509897
515,play,0.00016629131753957284
516,data-mining,0.0001655955486736073
517,syndication,0.00016547742167866096
518,style,0.00016510671715129455
519,purchase,0.0001624828207007306
520,Note,0.00016060293565328706
521,college,0.00015979766415001405
522,practice,0.00015428049137434732
523,packaging,0.00015425570237649028
524,guideline,0.00015374380502731436
525,Phrases,0.00015338364561631227
526,air,0.00015269563778164979
527,controller,0.00015269563778164979
528,card,0.0001526601046847226
529,dna,0.00015102139782666556
530,test,0.00015057988322997345
531,jeff,0.00015016405168669672
532,operation,0.00015013928633442756
533,hoist,0.00014996184922222772
534,reinforcement,0.00014797614395977929
535,woman,0.0001477264181019115
536,classical-music,0.0001477264181019115
537,workplace,0.00014590606744450537
538,siemens-ag,0.00014217095078860196
539,party,0.00014056655559913108
540,drive,0.00014043532063768975
541,runway,0.00013997974195667417
542,relation,0.00013944538219430816
543,graph,0.0001378166503916743
544,simulator,0.00013738068476624424
545,building,0.00013676692022589502
546,site,0.00013459588643073477
547,vulnerability,0.00013459588643073474
548,newsletter,0.00013429574373678165
549,medicaid,0.0001333014764473841
550,family,0.00013253948265839078
551,parallel,0.00013245100287149166
552,fermi,0.00013245100287149163
553,enterprise,0.00013108392181379093
554,Common,0.00013071168151293356
555,issue,0.00012960627059933937
556,s10,0.00012928488031810548
557,momentum,0.0001291447421383403
558,precision,0.00012872986786500917
559,learning-algorithms,0.00012785975571638029
560,browser,0.00012688359012035907
561,book,0.00012626545772350382
562,capability,0.0001258276599011549
563,documentary,0.00012519890890200593
564,operator,0.00011958764338410671
565,statement,0.00011646242628488087
566,referent,0.00011592029680632171
567,coronavirus,0.00011524834569162029
568,adoption,0.00011520667344280062
569,tablet,0.00011520667344280061
570,distribution,0.00011482558887205036
571,archive,0.00011482558887205034
572,decomposition,0.00011320583115714617
573,cybernetic,0.00011255336583840573
574,arduino,0.00011093509134169062
575,humanity,0.00011000413715477271
576,unsplash,0.00010995751491007719
577,light,0.00010983587645953138
578,engineering,0.00010750292673347283
579,analysis,0.00010608318961770741
580,care,0.00010543906373645279
581,seo,0.00010519813713287146
582,techopedia,0.00010466653080897898
583,harassment,0.00010429253692865034
584,disability,0.00010348550365074721
585,access,0.00010342751165841998
586,ipad,0.00010240264987078174
587,sale,0.00010240058306316507
588,computation,0.00010128028632997653
589,complexity,0.00010038905451864198
590,search,0.00010004767598976636
591,mechanics,9.915219109668415e-05
592,set,9.837740926845776e-05
593,character,9.629233821864041e-05
594,culture,9.609498337670451e-05
595,sentence,9.575842521319908e-05
596,zdnet,9.501418243415485e-05
597,STACK,9.467681512363302e-05
598,streaming,9.297596349004653e-05
599,multiprocessor,9.297596349004653e-05
600,warp,9.297596349004653e-05
601,parameter,9.256270126979417e-05
602,measurement,9.215424493672238e-05
603,analytic,9.190084628731926e-05
604,crystallization,9.106775724195594e-05
605,convergence,8.932966570972579e-05
606,singularity,8.893624897107851e-05
607,lagless,8.865950741385789e-05
608,line,8.808433379471327e-05
609,honeypot,8.673111970899819e-05
610,usb,8.673111970899819e-05
611,--source,8.624025056118112e-05
612,provenance,8.581153715269607e-05
613,abstraction,8.553060862680164e-05
614,tf.keras,8.484694307566126e-05
615,event,8.449229554817072e-05
616,social-network,8.449229554817072e-05
617,fatality,8.268147153232938e-05
618,illustration,8.24854734977186e-05
619,designer,8.154590922343721e-05
620,register,8.115558017477528e-05
621,short-circuit,8.11157380300136e-05
622,polymorphism,8.073523880845739e-05
623,wave-shader,8.034100866812735e-05
624,comment,8.006674769573356e-05
625,pixel,7.925893162783418e-05
626,arm,7.775904208373205e-05
627,discipline,7.766103781094207e-05
628,money,7.656288846023725e-05
629,plan,7.502031732318796e-05
630,motion,7.473805712902718e-05
631,desktop,7.395906520317755e-05
632,sketch,7.353308986328083e-05
633,chang,7.293801664861052e-05
634,visual-studio,7.199409406427856e-05
635,Act,7.149391861384646e-05
636,neuron,7.072244694594808e-05
637,mental-health,7.039957114148483e-05
638,bcp,6.968757321569863e-05
639,continuity,6.968757321569863e-05
640,demand,6.964606843233512e-05
641,explainability,6.942519339060525e-05
642,prediction,6.941180399933391e-05
643,planning,6.937405263302709e-05
644,custom,6.929441625097773e-05
645,show,6.903916314596915e-05
646,typography,6.893548418221943e-05
647,metadata,6.872298583398924e-05
648,call,6.842889991284925e-05
649,writing,6.810495687825518e-05
650,literacy,6.810495687825518e-05
651,result,6.76052725411212e-05
652,robot,6.76052725411212e-05
653,google-assistant,6.736811896765637e-05
654,integration,6.720329502163474e-05
655,interpretation,6.709739214993173e-05
656,distinction,6.66739221590944e-05
657,ordering,6.5390567074421e-05
658,run,6.521465377917955e-05
659,animation,6.479184770704936e-05
660,abed,6.407941434700234e-05
661,logic,6.405010980279497e-05
662,command-queue,6.349211835992804e-05
663,press,6.345204401733688e-05
664,pci-slot,6.287986617607972e-05
665,transportation,6.269877594360946e-05
666,expression,6.253119418678823e-05
667,video-games,6.233020355333458e-05
668,Meeting,6.139123358136053e-05
669,Room,6.139123358136053e-05
670,classification,6.040985892961732e-05
671,capacity,5.9575374062929406e-05
672,sanction,5.9093392523397844e-05
673,prototype,5.8169492302072e-05
674,hub,5.7321261677119984e-05
675,box,5.698582103201356e-05
676,npm,5.693978432614253e-05
677,sleep,5.693978432614253e-05
678,notification,5.612457437328654e-05
679,8u251,5.6074629669223885e-05
680,modeling,5.583537761476729e-05
681,magazine,5.583537761476729e-05
682,bias,5.551771923081205e-05
683,milliwatt,5.51048671723928e-05
684,europe,5.4507304557814066e-05
685,need,5.4157047140018455e-05
686,gaming,5.381600286768489e-05
687,thread,5.3566799044484064e-05
688,economic,5.338462158781632e-05
689,secure-enclave,5.206413257072372e-05
690,decision,5.1607040218653205e-05
691,quasicrystals,5.1607040218653205e-05
692,body,5.1162644876362436e-05
693,activity,5.103997430911208e-05
694,transfer,5.085979993018068e-05
695,vehicle,5.071375882943918e-05
696,center,5.054049139715534e-05
697,calculus,5.054049139715534e-05
698,cybox,4.998414220252648e-05
699,kinematics,4.94551732295385e-05
700,table,4.9437116977200226e-05
701,abiotic-factors,4.932157845830064e-05
702,loan,4.8517000383854816e-05
703,part,4.8255029636802775e-05
704,json,4.813851590000049e-05
705,audio,4.679260351788934e-05
706,interdisciplinary,4.627429611116388e-05
707,block,4.627429611116388e-05
708,agent,4.627429611116388e-05
709,family-sharing,4.627429611116388e-05
710,category,4.627429611116388e-05
711,latin,4.627429611116388e-05
712,index,4.627429611116388e-05
713,implementation-detail,4.627429611116388e-05
714,islam,4.627429611116388e-05
715,escape,4.627429611116388e-05
716,censorship,4.627429611116388e-05
717,continuum,4.627429611116388e-05
718,certificate,4.564044745009192e-05
719,consumption,4.501382932212095e-05
720,tensorboard,4.455946278360772e-05
721,water,4.4144384060032586e-05
722,help,4.3598484985176475e-05
723,Assistant,4.2729422997870824e-05
724,nuance,4.2729422997870824e-05
725,cost,4.271913337283766e-05
726,defect,4.1932702443504864e-05
727,impurity,4.1932702443504864e-05
728,life,4.173568439572192e-05
729,indentation,4.1685412173188346e-05
730,+2,4.1685412173188346e-05
731,english,4.161691590603396e-05
732,circa,4.0941552003674554e-05
733,curriculum,4.0941552003674554e-05
734,district,4.0941552003674554e-05
735,Measurements,4.079204270748642e-05
736,tensor-product,3.9976665936408636e-05
737,patient,3.9875003182176684e-05
738,through,3.954568650602481e-05
739,classifier,3.919265337992612e-05
740,regulation,3.916397063451144e-05
741,Flip,3.916397063451144e-05
742,XL,3.871957529222066e-05
743,virus,3.7734087277477795e-05
744,mW,3.71324490697536e-05
745,car,3.704010718044643e-05
746,animal,3.683894471270684e-05
747,trick,3.6535743381144546e-05
748,mmu,3.581080577904467e-05
749,dialect,3.560880789618522e-05
750,fit,3.560880789618522e-05
751,atmosphere,3.560880789618522e-05
752,follower,3.560880789618522e-05
753,jason,3.560880789618522e-05
754,match,3.560880789618522e-05
755,sandbox,3.560880789618522e-05
756,ascii-characters,3.560880789618522e-05
757,stream,3.4593047113806304e-05
758,gpgpu,3.4593047113806304e-05
759,general-purpose,3.4593047113806304e-05
760,Kids,3.4274812287220516e-05
761,--wrapping,3.4045860172154747e-05
762,measure,3.351104324427723e-05
763,Furniture,3.321973221034412e-05
764,Cabinet,3.321973221034412e-05
765,RV,3.276467770552425e-05
766,limit,3.2600593271447654e-05
767,column,3.2600593271447654e-05
768,radio,3.205364515785901e-05
769,benefit,3.205364515785901e-05
770,app-store,3.191690812946184e-05
771,song,3.124857450365521e-05
772,pylint,3.0892270259605394e-05
773,language-learners,3.0276063788695896e-05
774,field,3.0276063788695896e-05
775,carrier,3.0276063788695896e-05
776,break,3.0254352153078357e-05
777,multilinear-maps,3.022527574957695e-05
778,vector,3.0140859973438157e-05
779,list,3.0123699671339057e-05
780,sport,3.00063334990433e-05
781,aiaas,2.993654793969985e-05
782,topic,2.950883642101299e-05
783,policy,2.9337487653901398e-05
784,ray,2.920951496719803e-05
785,convention,2.8498482419532785e-05
786,administration,2.8498482419532785e-05
787,einstein,2.8498482419532785e-05
788,summation,2.8498482419532785e-05
789,condition,2.8463789128524104e-05
790,government,2.7990602028343326e-05
791,constant,2.7566823274039758e-05
792,default,2.7313428173424045e-05
793,software-development,2.7313428173424045e-05
794,touch-id,2.7313428173424045e-05
795,gear,2.7076417324202298e-05
796,gear-trains,2.7076417324202298e-05
797,quantization,2.7076417324202298e-05
798,manufacturing,2.6720901050369678e-05
799,matlab,2.6720901050369678e-05
800,Octave,2.6720901050369678e-05
801,contractor,2.668980985666616e-05
802,gradient,2.6622146529860616e-05
803,ascent,2.6622146529860616e-05
804,pypi,2.6365384776537054e-05
805,length,2.59129095189319e-05
806,wallpaper,2.59129095189319e-05
807,material,2.573335584527906e-05
808,drawing,2.573335584527906e-05
809,fig,2.4943319681206567e-05
810,central,2.4943319681206567e-05
811,quiz,2.4943319681206567e-05
812,account,2.4943319681206567e-05
813,instanceof,2.4943319681206567e-05
814,configuration,2.4943319681206567e-05
815,engine,2.4943319681206567e-05
816,constructor,2.4943319681206567e-05
817,moment,2.4943319681206567e-05
818,myerror,2.4943319681206567e-05
819,handler,2.4943319681206567e-05
820,keyword,2.4943319681206567e-05
821,appeal,2.4943319681206567e-05
822,criticism,2.4943319681206567e-05
823,translation,2.4943319681206567e-05
824,lapse,2.4943319681206567e-05
825,Rich,2.4943319681206567e-05
826,comedy,2.4943319681206567e-05
827,message,2.4943319681206567e-05
828,blame,2.4943319681206567e-05
829,cause,2.4943319681206567e-05
830,weakness,2.4943319681206567e-05
831,arabic,2.4943319681206567e-05
832,Speakers,2.4943319681206567e-05
833,editor,2.4943319681206567e-05
834,inattention,2.4943319681206567e-05
835,https://www.merriam-webster.com/dictionary/error,2.4943319681206567e-05
836,inadvertence,2.4943319681206567e-05
837,accident,2.4943319681206567e-05
838,objection,2.4943319681206567e-05
839,merriam-webster,2.4943319681206567e-05
840,Famous,2.4943319681206567e-05
841,blunder,2.4943319681206567e-05
842,absence,2.4943319681206567e-05
843,misconception,2.4943319681206567e-05
844,degree,2.4943319681206567e-05
845,errare,2.4943319681206567e-05
846,vegetable,2.4943319681206567e-05
847,day,2.4943319681206567e-05
848,wheel,2.4943319681206567e-05
849,emotion,2.4943319681206567e-05
850,chicken,2.4943319681206567e-05
851,Eschenbach,2.4943319681206567e-05
852,desserts-.,2.4943319681206567e-05
853,quote,2.4943319681206567e-05
854,trial,2.4943319681206567e-05
855,katalyst-media,2.4943319681206567e-05
856,rabbin,2.4943319681206567e-05
857,offspring,2.4943319681206567e-05
858,state,2.4943319681206567e-05
859,report,2.4943319681206567e-05
860,Type,2.4943319681206567e-05
861,assumption,2.4943319681206567e-05
862,observer,2.4943319681206567e-05
863,temperature,2.4943319681206567e-05
864,surprise,2.4943319681206567e-05
865,citizenry,2.4943319681206567e-05
866,forgetfulness,2.4943319681206567e-05
867,August,2.4943319681206567e-05
868,pronunciation,2.4943319681206567e-05
869,stuttering,2.4943319681206567e-05
870,side,2.4943319681206567e-05
871,instance,2.4943319681206567e-05
872,terminology,2.4943319681206567e-05
873,proof,2.4943319681206567e-05
874,root,2.4943319681206567e-05
875,scholarly-linguistics,2.4943319681206567e-05
876,grouping,2.4943319681206567e-05
